"result #"	"search engine"	query	"article title"	"article url"	"article description"	"total nr of results (best guess)"
24	bing	"republican candidates 2024"	"The 13 Leading Republican Presidential Candidates for 2024"	https://www.bing.com/ck/a?!&&p=8c83bbbdc0253f73JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTU3MQ&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly8yNDd3YWxsc3QuY29tL3NwZWNpYWwtcmVwb3J0LzIwMjIvMTEvMTMvdGhlLTEzLWxlYWRpbmctcmVwdWJsaWNhbi1wcmVzaWRlbnRpYWwtY2FuZGlkYXRlcy1mb3ItMjAyNC8&ntb=1	"WebNov 13, 2022 · Some of the possible Republican candidates for 2024 have run for president before – Florida Sen. Marco Rubio, Texas Sen. Ted Cruz, Utah Sen. Mitt Romney, former New Jersey Gov. Chris Christie ..."	2800000
25	bing	"republican candidates 2024"	"Who""s running for president in 2024 and who has dropped out"	https://www.bing.com/ck/a?!&&p=f85deec6cf9d6db7JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTU5OA&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly9hYmNuZXdzLmdvLmNvbS9Qb2xpdGljcy9ydW5uaW5nLXByZXNpZGVudC0yMDI0L3N0b3J5P2lkPTk2ODQ5MTI3&ntb=1	"WebOct 29, 2023 · North Dakota Gov. Burgum on June 7 jumped into the 2024 presidential race, pitching himself to voters as a candidate ready to bring small town values to the big stage. ""We need a leader who""s ..."	2800000
26	bing	"republican candidates 2024"	"The GOP presidential field is largely set for 2024. Here’s ... - PBS"	https://www.bing.com/ck/a?!&&p=d995562dfa4f434fJmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTYyNQ&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cucGJzLm9yZy9uZXdzaG91ci9wb2xpdGljcy90aGUtZ29wLXByZXNpZGVudGlhbC1maWVsZC1pcy1sYXJnZWx5LXNldC1mb3ItMjAyNC1oZXJlcy13aGVyZS10aGUtY29udGVuZGVycy1zdGFuZA&ntb=1	"WebPolitics Jun 8, 2023 2:02 PM EST. NEW YORK (AP) — After a trio of new announcements this week, the Republican Party’s 2024 presidential field is all but set. A handful of stragglers may jump ..."	2800000
27	bing	"republican candidates 2024"	"New Hampshire Republican primary: Who are the main candidates…"	https://www.bing.com/ck/a?!&&p=8b24d94daebda84bJmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTY1Mg&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cuYmJjLmNvbS9uZXdzL3dvcmxkLXVzLWNhbmFkYS02MzU1MDIzNw&ntb=1	"WebOct 5, 2023 · Donald Trump, Nikki Haley and Ron DeSantis face off in New Hampshire. After months of campaigning, the list of Republican candidates for president has been whittled down to just three competitors ..."	2800000
28	bing	"republican candidates 2024"	"President: general election : 2024 Polls | FiveThirtyEight"	https://www.bing.com/ck/a?!&&p=b40152ee8882d4b3JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTY3OQ&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly9wcm9qZWN0cy5maXZldGhpcnR5ZWlnaHQuY29tL3BvbGxzL3ByZXNpZGVudC1nZW5lcmFsLzIwMjQv&ntb=1	"Web2 days ago · Kari Lake is a Republican Party candidate for office. Biden: 41%. Biden: 41%. Biden. 41%. Trump. 45%. 45%. Trump : Trump +4: Jan. 30, 2024. President: general election, North Carolina, 2024. Jan. 26-31. 760: RV: ... presidential approval and national 2024 Republican primary averages is available for download here. Notice any bugs or ..."	2800000
29	bing	"republican candidates 2024"	"8 candidates qualify for first 2024 Republican presidential debate …"	https://www.bing.com/ck/a?!&&p=00d8a14776e96c40JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTcwNg&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cuY25uLmNvbS8yMDIzLzA4LzIxL3BvbGl0aWNzL21pbHdhdWtlZS1ybmMtcHJlc2lkZW50aWFsLWRlYmF0ZS1jYW5kaWRhdGVzL2luZGV4Lmh0bWw&ntb=1	"WebAug 21, 2023 · Eight Republicans have qualified for the party’s first 2024 presidential primary debate Wednesday night, the Republican National Committee announced Monday evening."	2800000
30	bing	"republican candidates 2024"	"More Republican candidates poised to join 2024 campaign"	https://www.bing.com/ck/a?!&&p=534336ea57c90525JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTczMw&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cucGJzLm9yZy9uZXdzaG91ci9wb2xpdGljcy9tb3JlLXJlcHVibGljYW4tY2FuZGlkYXRlcy1wb2lzZWQtdG8tam9pbi0yMDI0LWNhbXBhaWdu&ntb=1	"WebApr 22, 2023 · Brooks and Capehart on the 2024 campaign as Republican candidates headline big GOP events. By David Brooks, Jonathan Capehart. Asa Hutchinson, former GOP Arkansas governor, is running for president."	2800000
31	bing	"republican candidates 2024"	"Nikki Haley: Who is the Republican 2024 presidential candidate?"	https://www.bing.com/ck/a?!&&p=c2f00aae137c1048JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTc1OQ&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cucmV1dGVycy5jb20vd29ybGQvdXMvbmlra2ktaGFsZXktd2hvLWlzLXJlcHVibGljYW4tMjAyNC1wcmVzaWRlbnRpYWwtY2FuZGlkYXRlLTIwMjMtMDItMTQv&ntb=1	"WebFeb 14, 2023 · Former U.S. Ambassador to the United Nations Nikki Haley said on Tuesday she will seek the 2024 Republican presidential nomination, putting her at odds with one-time boss Donald Trump, the former ..."	2800000
32	bing	"republican candidates 2024"	"Highlights, analysis from the first Republican presidential debate"	https://www.bing.com/ck/a?!&&p=8c8a267c808601f2JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTc4NQ&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cud2FzaGluZ3RvbnBvc3QuY29tL3BvbGl0aWNzLzIwMjMvMDgvMjMvcmVwdWJsaWNhbi1wcmVzaWRlbnRpYWwtZGViYXRlLw&ntb=1	"WebAug 24, 2023 · Republican delegate count: GOP candidates for president compete to earn enough delegates to secure their party’s nomination. We’re tracking the Republican 2024 delegate count ."	2800000
33	bing	"republican candidates 2024"	"Vivek Ramaswamy announces GOP bid for president in 2024"	https://www.bing.com/ck/a?!&&p=8203958f6deb40bfJmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTgxMg&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cuY25uLmNvbS8yMDIzLzAyLzIxL3BvbGl0aWNzL3ZpdmVrLXJhbWFzd2FteS1nb3AtMjAyNC1jYW1wYWlnbi9pbmRleC5odG1s&ntb=1	"WebFeb 22, 2023 · Vivek Ramaswamy speaks during the Conservative Political Action Conference (CPAC) in Dallas, Texas, on Friday, August 5, 2022. Entrepreneur Vivek Ramaswamy announced on Tuesday that he’s running ..."	2800000
34	bing	"republican candidates 2024"	"President: Republican primary : 2024 Polls | FiveThirtyEight"	https://www.bing.com/ck/a?!&&p=4b600401b66e9bcaJmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTgzOQ&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly9wcm9qZWN0cy5maXZldGhpcnR5ZWlnaHQuY29tL3BvbGxzL3ByZXNpZGVudC1wcmltYXJ5LXIvMjAyNC8&ntb=1	"Web2 days ago · Updating average for each Republican candidate in 2024 primary polls, accounting for each poll""s recency, sample size, methodology and house effects. KEY. ESTIMATE. 95% OF POLLS PROJECTED TO FALL IN THIS RANGE. Our average includes all candidates that FiveThirtyEight considers “major. ..."	2800000
35	bing	"republican candidates 2024"	"Who""s running for president? See a rundown of the 2024 candidates"	https://www.bing.com/ck/a?!&&p=37bf7e810fca5482JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTg2Ng&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly9hcG5ld3MuY29tL2FydGljbGUvMjAyNC1wcmVzaWRlbnRpYWwtY2FuZGlkYXRlcy13aG8taXMtcnVubmluZy1lODlmYmZlZTk0ZTdlNzk4MDU5NGE5Y2UzOTk0ZmVjNw&ntb=1	"WebJun 15, 2023 · See a rundown of the 2024 candidates. FILE - The White House is seen reflected in a puddle, Saturday, Sept. 3, 2022, in Washington. With roughly a year and a half until the 2024 presidential contest, the field of candidates is largely set. Former President Donald Trump and Florida Gov. Ron DeSantis have dominated the early Republican race, …"	2800000
36	bing	"republican candidates 2024"	"Who""s running for president in 2024? Here are the candidates"	https://www.bing.com/ck/a?!&&p=7175c74ae59f02b5JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTg5Mw&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cuYXhpb3MuY29tLzIwMjMvMDUvMjQvdXMtcHJlc2lkZW50LWVsZWN0aW9ucy0yMDI0LWNhbmRpZGF0ZXM&ntb=1	"WebMay 24, 2023 · The GOP primary field is winnowing following the Iowa caucuses as the 2024 election year takes shape. The big picture: President Biden and former President Trump remain frontrunners for a potential historic rematch, but spoiler candidates and Republicans attracting anti-Trump voters and funding have brought an edge to primary season."	2800000
37	bing	"republican candidates 2024"	"GOP begins to look for new 2024 candidates amid fears over Trump"	https://www.bing.com/ck/a?!&&p=3db6191dcdc826b5JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTkyMA&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cuY25uLmNvbS8yMDIyLzA3LzIxL3BvbGl0aWNzL3JlcHVibGljYW4tcHJpbWFyeS0yMDI0LWNhbmRpZGF0ZXMvaW5kZXguaHRtbA&ntb=1	"WebJul 21, 2022 · A growing number of Republicans are openly cheering for a competitive primary field in 2024 and encouraging candidates to jump into the race, as some in the GOP get increasingly anxious about the ..."	2800000
38	bing	"republican candidates 2024"	"Side-by-Side Comparison Chart - 2024 Presidential Election"	https://www.bing.com/ck/a?!&&p=3ac072ba719575d2JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTk0NQ&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly8yMDI0ZWxlY3Rpb24ucHJvY29uLm9yZy9zaWRlLWJ5LXNpZGUtY29tcGFyaXNvbi1jaGFydC8&ntb=1	"Web2 days ago · Side-by-Side Comparison Chart. Above and below, the candidates are listed in alphabetical order; clicking their names in the chart will open their biographies. For more information on each question and to see each candidate’s full statement, click the topic (for example: click “legal abortion”). Also, in the table below, “nf” stands ..."	2800000
39	bing	"republican candidates 2024"	"Ranking the Republicans"" Potential 2024 White House Candidates"	https://www.bing.com/ck/a?!&&p=396e72507f607c2fJmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTk3MA&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cuYnVzaW5lc3NpbnNpZGVyLmNvbS8yMDI0LXJlcHVibGljYW4tY2FuZGlkYXRlcy1lbGVjdGlvbnMtdHJ1bXAtcGVuY2UtaGFsZXktbm9lbS0yMDIwLTEy&ntb=1	"WebTexas"" two-term governor has not been as forward as some other possible 2024 contenders, but Republican strategists still talk him up. Like other GOP governors, ..."	2800000
40	bing	"republican candidates 2024"	"2024 Republican presidential candidates | CNN Politics"	https://www.bing.com/ck/a?!&&p=84ff8648c967b121JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NTk5Nw&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly9lZGl0aW9uLmNubi5jb20vZWxlY3Rpb24vMjAyNC9wcmVzaWRlbnRpYWwtY2FuZGlkYXRlcw&ntb=1	"WebJan 16, 2024 · Who are the 2024 Republican presidential candidates? Here’s who’s running in the U.S. election, where they stand on key issues and more"	2800000
41	bing	"republican candidates 2024"	"Here are the Republicans considering 2024 presidential runs"	https://www.bing.com/ck/a?!&&p=79c5d2a129674210JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NjAyNA&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly9lZGl0aW9uLmNubi5jb20vMjAyMy8wMi8xNC9wb2xpdGljcy8yMDI0LXJlcHVibGljYW4tcHJlc2lkZW50aWFsLWNvbnRlbmRlcnMtbGlzdC9pbmRleC5odG1s&ntb=1	"WebFeb 15, 2023 · Here’s a look at who’s in and who is considering a 2024 run for the Republican nomination: Donald Trump : The former president officially launched his campaign in November, days after the ..."	2800000
42	bing	"republican candidates 2024"	"The top 10 GOP presidential candidates for 2024, ranked"	https://www.bing.com/ck/a?!&&p=e60fd81f51dc01f6JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NjA1MQ&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cud2FzaGluZ3RvbnBvc3QuY29tL3BvbGl0aWNzLzIwMjIvMTEvMTIvdG9wLTEwLXJlcHVibGljYW4tY2FuZGlkYXRlcy0yMDI0Lw&ntb=1	"WebNov 12, 2022 · The top 10 GOP presidential candidates for 2024, ranked. Former president Donald Trump answers questions from reporters during an election night party Nov. 8 at Mar-a-Lago in Palm Beach, Fla ..."	2800000
43	bing	"republican candidates 2024"	"Comparing where 2024 presidential candidates stand on key issues"	https://www.bing.com/ck/a?!&&p=c40f56e527c6f5d8JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NjA3OA&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cud2FzaGluZ3RvbnBvc3QuY29tL3BvbGl0aWNzL2ludGVyYWN0aXZlLzIwMjMvcHJlc2lkZW50aWFsLWNhbmRpZGF0ZXMtMjAyNC1wb2xpY2llcy1pc3N1ZXMv&ntb=1	"WebNov 8, 2023 · Here’s where the 2024 Democratic and Republican candidates stand on key issues, including abortion, climate change, student loan forgiveness, immigration and more."	2800000
44	bing	"republican candidates 2024"	"Who is running for president in 2024 and who has dropped out"	https://www.bing.com/ck/a?!&&p=84359bc5634c2b31JmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NjEwNQ&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cud2FzaGluZ3RvbnBvc3QuY29tL3BvbGl0aWNzL2ludGVyYWN0aXZlL3ByZXNpZGVudGlhbC1jYW5kaWRhdGVzLTIwMjQv&ntb=1	"WebFeb 14, 2023 · Top contenders for the GOP 2024 nomination include former president Donald Trump and former Trump U.N. ambassador Nikki Haley after Florida Gov. Ron DeSantis announced he was dropping out just ..."	2800000
45	bing	"republican candidates 2024"	"Ranking the 2024 Republican presidential candidates"	https://www.bing.com/ck/a?!&&p=e58e2e2ef125331bJmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NjEzMg&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly90aGVoaWxsLmNvbS9ob21lbmV3cy9jYW1wYWlnbi80MzIxOTk2LTIwMjQtZ29wLXByZXNpZGVudGlhbC1jYW5kaWRhdGVzLXJhbmtpbmdzLw&ntb=1	"WebNov 22, 2023 · Ranking the 2024 Republican presidential candidates. Biden’s nursing home staffing rules divide Democrats ahead of 2024. Second, DeSantis has sputtered. The central thesis of the Florida ..."	2800000
46	bing	"republican candidates 2024"	"Nikki Haley 2024 presidential campaign - Wikipedia"	https://www.bing.com/ck/a?!&&p=cff255d97a65301bJmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NjE1Nw&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly9lbi53aWtpcGVkaWEub3JnL3dpa2kvTmlra2lfSGFsZXlfMjAyNF9wcmVzaWRlbnRpYWxfY2FtcGFpZ24&ntb=1	"WebNikki Haley, a former governor of South Carolina and U.S. ambassador to the United Nations, announced her campaign for the 2024 United States presidential election in a campaign video on February 14, 2023. Haley is the first woman of color to be a major candidate for the Republican presidential nomination. She is the first female former governor to run for …"	2800000
47	bing	"republican candidates 2024"	"2024 Presidential Candidates Fast Facts | CNN Politics"	https://www.bing.com/ck/a?!&&p=cbc1bcf72cc43b9cJmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NjE4NA&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cuY25uLmNvbS8yMDIzLzAzLzEwL3BvbGl0aWNzLzIwMjQtcHJlc2lkZW50aWFsLWNhbmRpZGF0ZXMtZmFzdC1mYWN0cy9pbmRleC5odG1s&ntb=1	"WebMar 10, 2023 · Here’s a look at the 2024 presidential candidates and key dates in their campaigns. Republican Candidates Donald Trump - 45th president of the United States Primary Campaign Committee - Donald J ..."	2800000
48	bing	"republican candidates 2024"	"4 Republicans qualify for fourth 2024 presidential debate"	https://www.bing.com/ck/a?!&&p=f1cd0067698f5c1eJmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NjIxMQ&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cuY25uLmNvbS8yMDIzLzEyLzA0L3BvbGl0aWNzL2ZvdXJ0aC1nb3AtZGViYXRlLWNhbmRpZGF0ZXMvaW5kZXguaHRtbA&ntb=1	"WebDec 5, 2023 · CNN —. Four candidates have qualified for the fourth GOP presidential primary debate taking place Wednesday night in Alabama, the Republican National Committee and debate broadcaster NewsNation ..."	2800000
49	bing	"republican candidates 2024"	"The top 10 GOP presidential candidates for 2024, ranked"	https://www.bing.com/ck/a?!&&p=b0ada188c13709ddJmltdHM9MTcwNzI2NDAwMCZpZ3VpZD0wNmQyNjk0Ni0wYjJhLTYzYWEtMTk2Yy03ZDU4MGFhOTYyZjcmaW5zaWQ9NjIzOA&ptn=3&ver=2&hsh=3&fclid=06d26946-0b2a-63aa-196c-7d580aa962f7&u=a1aHR0cHM6Ly93d3cud2FzaGluZ3RvbnBvc3QuY29tL3BvbGl0aWNzLzIwMjEvMTEvMTMvdG9wLTEwLWdvcC1wcmVzaWRlbnRpYWwtY2FuZGlkYXRlcy0yMDI0LXJhbmtlZC8&ntb=1	"WebNov 13, 2021 · The top 10 GOP presidential candidates for 2024, ranked. Analysis by Aaron Blake. Staff writer. November 13, 2021 at 7:00 a.m. EST. Florida Gov. Ron DeSantis (R) speaks with President Donald Trump ..."	2800000
